"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","465","Vivasoft test","chromium","Sun Oct 12 19:38:50 BDT 2025","passed","Sun Oct 12 19:38:51 BDT 2025","Playwright test","runTest.spec.js","",""
